event_id,event_name,original_event_names,event_date,date_precision,place_id,historical_location,current_address,longitude,latitude,source_ids,correction_reason,confidence,needs_manual_review
EVT-00141,柔石上海文学活动,柔石上海文学活动,1929,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00161,王任叔上海文学活动,王任叔上海文学活动,1929,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00225,穆木天上海一般活动,穆木天上海一般活动,1929,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00224,穆木天中华艺术大学活动,穆木天中华艺术大学活动,1929,年,PLC-00066,中华艺术大学,多伦路201弄2号,121.481,31.272,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00127,郁达夫上海文学活动,郁达夫上海文学活动,1929,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00017,鲁迅拜访内山书店,鲁迅拜访内山书店,1929-02-16,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00014,鲁迅与内山完造通信,鲁迅与内山完造通信,1929-06-19,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00018,鲁迅拜访内山书店,鲁迅拜访内山书店,1929-07-07,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00002,鲁迅与柔石会面,鲁迅与柔石会面,1929-08-29,日,PLC-00002,北四川路一带,四川北路近多伦路,121.482,31.260,SRC-1122,公开转录材料可支持1930年3月28日与3月31日相关看屋活动；1929年8月29日与1930年3月30日条目仍需回查《鲁迅日记》原文，不宜强行改写。,medium,yes
EVT-00015,鲁迅与内山完造通信,鲁迅与内山完造通信,1929-09-23,日,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,同名事件存在时间或地点冲突。,low,yes
EVT-00038,《萌芽月刊》文学活动,《萌芽月刊》文学活动,1930,年,PLC-00017,萌芽月刊,天目东路190号,121.460,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00095,内山书店文学活动,内山书店文学活动,1930,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00096,创造社文学活动,创造社文学活动,1930,年,PLC-00037,闸北宝山路创造社,宝山路近河南北路,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00073,周扬上海一般活动,周扬上海一般活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00255,朱镜我上海文学活动,朱镜我上海文学活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00140,柔石上海文学活动,柔石上海文学活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00147,柔石光华书局文学活动,柔石光华书局文学活动,1930,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00146,柔石商务印书馆文学活动,柔石商务印书馆文学活动,1930,年,PLC-00053,商务印书馆,河南中路309号,121.480,31.253,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00231,楼适夷上海文学活动,楼适夷上海文学活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00227,穆木天上海文学活动,穆木天上海文学活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00226,穆木天中华艺术大学活动,穆木天中华艺术大学活动,1930,年,PLC-00066,中华艺术大学,多伦路201弄2号,121.481,31.272,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00256,高尔基上海文学活动,高尔基上海文学活动,1930,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00021,鲁迅光华书局抗议,鲁迅光华书局抗议,1930,年,PLC-00010,光华书局,福州路465号,121.484,31.238,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00020,鲁迅商务印书馆抗议,鲁迅商务印书馆抗议,1930,年,PLC-00009,商务印书馆,河南中路309号（近宝山路）,121.480,31.253,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00019,鲁迅虹口区文学活动,鲁迅虹口区文学活动,1930,年,PLC-00008,虹口区十字街头,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00001,中国左翼作家联盟成立大会,左联成立大会,1930-03-02,日,PLC-00001,中华艺术大学教室（原窦乐安路233弄）,上海市虹口区多伦路201弄2号,121.48,31.27,SRC-1118;SRC-1119,公开资料表明左联成立大会于1930年3月2日在中华艺术大学借用教室召开，今址为左联会址纪念馆；原表存在公啡咖啡馆、前哨、复旦大学等冲突地点。,high,no
EVT-00003,鲁迅与柔石会面,鲁迅与柔石会面,1930-03-28,日,PLC-00002,北四川路一带,四川北路近多伦路,121.482,31.260,SRC-1122,公开转录材料可支持1930年3月28日与3月31日相关看屋活动；1929年8月29日与1930年3月30日条目仍需回查《鲁迅日记》原文，不宜强行改写。,medium,yes
EVT-00004,鲁迅与柔石会面,鲁迅与柔石会面,1930-03-30,日,PLC-00002,北四川路一带,四川北路近多伦路,121.482,31.260,SRC-1122,公开可检索转录材料更明确出现的是1930-03-31同柔石看屋，当前1930-03-30记录未找到同等级公开佐证，保留待人工复核。,low,yes
EVT-00308,鲁迅五十寿辰集会,鲁迅五十寿辰集会,1930-09-17,日,PLC-00072,荷兰西餐室,重庆南路182号,,,SRC-0001,,low,no
EVT-00121,丁玲上海文学活动,丁玲上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00196,丁玲上海社会活动,丁玲上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00263,上海文化交流活动,上海文化交流活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00259,上海文学座谈会,上海文学座谈会,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00039,上海文学活动,上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00274,上海社会活动,上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00288,何家槐上海文学活动,何家槐上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00065,内山书店秘密会议,内山书店秘密会议,1931,年,PLC-00028,内山书店旧址,四川北路2050号,121.482,31.251,SRC-1120;SRC-1121,公开资料可确认内山书店旧址位于四川北路2050号；原表在2040、2044-2048、2050等多个地址之间冲突，但暂未检得同等级公开来源可精确确认该次“秘密会议”的具体日期与参与人。,medium,yes
EVT-00118,内山完造秘密会议,内山完造秘密会议,1931,年,PLC-00047,内山完造（虹口区四川北路）,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00195,内山完造秘密会议,内山完造秘密会议,1931,年,PLC-00060,内山完造,四川北路2040号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00228,内山完造秘密会议,内山完造秘密会议,1931,年,PLC-00067,内山完造,四川北路2044-2048号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00120,冯乃超上海文学活动,冯乃超上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00162,冯铿内山书店被捕,冯铿内山书店被捕,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00163,冯铿内山书店被捕,冯铿内山书店被捕,1931,年,PLC-00049,内山完造,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00164,冯铿虹口被捕,冯铿虹口被捕,1931,年,PLC-00029,虹口,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00155,冯铿被捕事件,冯铿被捕事件,1931,年,PLC-00054,创造社,宝山路近闸北区,121.473,31.260,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00157,冯铿被捕事件,冯铿被捕事件,1931,年,PLC-00055,前哨,虹口区多伦路附近,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00159,冯铿被捕事件,冯铿被捕事件,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00055,冯雪峰逮捕事件,冯雪峰逮捕事件,1931,年,PLC-00024,萌芽月刊编辑部,闸北区（今静安区）,121.460,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00057,冯雪峰逮捕事件,冯雪峰逮捕事件,1931,年,PLC-00025,前哨杂志社,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00295,史沫特莱上海文学活动,史沫特莱上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00273,叶以群内山书店秘密会议,叶以群内山书店秘密会议,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00212,吴奚如上海文艺活动,吴奚如上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00078,周扬上海文学活动,周扬上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00085,周立波复旦大学文学活动,周立波复旦大学文学活动,1931,年,PLC-00033,复旦大学,邯郸路220号,121.506,31.300,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00298,哈罗德·伊罗生上海社会活动,哈罗德·伊罗生上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00248,左联新年文学活动,左联新年文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00234,左联秘密会议,左联秘密会议,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00235,左联虹口秘密会议,左联虹口秘密会议,1931,年,PLC-00070,虹口区密集活动地,虹口区多伦路文化名人街,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
EVT-00307,巴比塞上海文学活动,巴比塞上海文学活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00215,徐懋庸上海文艺活动,徐懋庸上海文艺活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00189,李求实被捕事件,李求实被捕事件,1931,年,PLC-00007,内山书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00190,李求实被捕事件,李求实被捕事件,1931,年,PLC-00019,内山完造书店,四川北路2050号,121.482,31.251,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00191,李求实被捕事件,李求实被捕事件,1931,年,PLC-00029,虹口,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00056,李求实逮捕事件,李求实逮捕事件,1931,年,PLC-00024,萌芽月刊编辑部,闸北区（今静安区）,121.460,31.255,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00058,李求实逮捕事件,李求实逮捕事件,1931,年,PLC-00025,前哨杂志社,虹口区,121.485,31.265,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。；同名事件存在时间或地点冲突。,medium,yes
EVT-00294,林语堂上海社会活动,林语堂上海社会活动,1931,年,PLC-00006,上海,上海,121.473,31.230,SRC-0001,原始日期疑似以1月1日填补未知月份和日期，现仅保留年份精度。,medium,yes
