evidence_id,subject_type,subject_id,predicate,object_value,source_id,locator,quote,evidence_support,source_level,review_status,reviewer_note,origin_evidence_id
FE-SUP-0042,person,ZLH-021,person_role,丁玲左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0043,person,ZLH-022,person_birth_year,张天翼生于1906年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0044,person,ZLH-022,person_death_year,张天翼卒于1985年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0045,person,ZLH-022,person_role,张天翼左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0046,person,ZLH-023,person_birth_year,叶紫生于1910年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0047,person,ZLH-023,person_death_year,叶紫卒于1939年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0048,person,ZLH-023,person_role,叶紫左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0049,person,ZLH-024,person_birth_year,艾芜生于1904年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0050,person,ZLH-024,person_death_year,艾芜卒于1992年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0051,person,ZLH-024,person_role,艾芜左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0052,person,ZLH-025,person_birth_year,沙汀生于1904年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0053,person,ZLH-025,person_death_year,沙汀卒于1992年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0054,person,ZLH-025,person_role,沙汀左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0055,person,ZLH-026,person_birth_year,胡风生于1902年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0056,person,ZLH-026,person_death_year,胡风卒于1985年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0057,person,ZLH-026,person_role,胡风左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0058,person,ZLH-029,person_birth_year,聂绀弩生于1903年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0059,person,ZLH-029,person_death_year,聂绀弩卒于1986年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0060,person,ZLH-029,person_role,聂绀弩左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0061,person,ZLH-031,person_birth_year,葛琴生于1907年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0062,person,ZLH-031,person_death_year,葛琴卒于1984年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0063,person,ZLH-031,person_role,葛琴左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0064,person,ZLH-032,person_birth_year,徐懋庸生于1911年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0065,person,ZLH-032,person_death_year,徐懋庸卒于1977年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0066,person,ZLH-032,person_role,徐懋庸左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0067,person,ZLH-033,person_birth_year,周文生于1907年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0068,person,ZLH-033,person_death_year,周文卒于1952年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0069,person,ZLH-033,person_role,周文左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0070,person,ZLH-035,person_birth_year,李辉英生于1911年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0071,person,ZLH-035,person_death_year,李辉英卒于1991年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0072,person,ZLH-035,person_role,李辉英左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0073,person,ZLH-036,person_birth_year,穆木天生于1900年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0074,person,ZLH-036,person_death_year,穆木天卒于1971年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0075,person,ZLH-036,person_role,穆木天左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0076,person,ZLH-037,person_birth_year,楼适夷生于1905年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0077,person,ZLH-037,person_death_year,楼适夷卒于2001年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0078,person,ZLH-037,person_role,楼适夷左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0079,person,ZLH-039,person_birth_year,欧阳山生于1908年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0080,person,ZLH-039,person_death_year,欧阳山卒于2000年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0081,person,ZLH-039,person_role,欧阳山左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0082,person,ZLH-040,person_birth_year,草明生于1913年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0083,person,ZLH-040,person_death_year,草明卒于2002年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0084,person,ZLH-040,person_role,草明左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0085,person,ZLH-045,person_birth_year,周立波生于1908年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0086,person,ZLH-045,person_death_year,周立波卒于1979年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0087,person,ZLH-045,person_role,周立波左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0088,person,ZLH-047,person_birth_year,林淡秋生于1906年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0089,person,ZLH-047,person_death_year,林淡秋卒于1981年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0090,person,ZLH-047,person_role,林淡秋左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0091,person,ZLH-048,person_birth_year,王任叔生于1901年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0092,person,ZLH-048,person_death_year,王任叔卒于1972年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0093,person,ZLH-048,person_role,王任叔左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0094,person,ZLH-054,person_birth_year,许幸之生于1904年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0095,person,ZLH-054,person_death_year,许幸之卒于1991年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0096,person,ZLH-054,person_role,许幸之左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0097,person,ZLH-059,person_birth_year,白薇生于1894年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0098,person,ZLH-059,person_death_year,白薇卒于1987年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0099,person,ZLH-059,person_role,白薇左联角色：骨干成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0100,person,ZLH-063,person_birth_year,任白戈生于1906年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0101,person,ZLH-063,person_death_year,任白戈卒于1986年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0102,person,ZLH-063,person_role,任白戈左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0103,person,ZLH-067,person_birth_year,任钧生于1909年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0104,person,ZLH-067,person_death_year,任钧卒于2003年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0105,person,ZLH-067,person_role,任钧左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0106,person,ZLH-073,person_birth_year,王余杞生于1907年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0107,person,ZLH-073,person_death_year,王余杞卒于1997年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0108,person,ZLH-073,person_role,王余杞左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0109,person,ZLH-076,person_birth_year,马宁生于1909年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0110,person,ZLH-076,person_death_year,马宁卒于2001年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0111,person,ZLH-076,person_role,马宁左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0112,person,ZLH-083,person_birth_year,林焕平生于1911年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0113,person,ZLH-083,person_death_year,林焕平卒于2000年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0114,person,ZLH-083,person_role,林焕平左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0115,person,ZLH-087,person_birth_year,于伶生于1907年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0116,person,ZLH-087,person_death_year,于伶卒于1997年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0117,person,ZLH-087,person_role,于伶左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0118,person,ZLH-091,person_birth_year,叶以群生于1911年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0119,person,ZLH-091,person_death_year,叶以群卒于1966年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0120,person,ZLH-091,person_role,叶以群左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0121,person,ZLH-100,person_birth_year,姚蓬子生于1906年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0122,person,ZLH-100,person_death_year,姚蓬子卒于1969年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0123,person,ZLH-100,person_role,姚蓬子左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0124,person,ZLH-105,person_birth_year,沈起予生于1904年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0125,person,ZLH-105,person_death_year,沈起予卒于1993年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0126,person,ZLH-105,person_role,沈起予左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0127,person,ZLH-116,person_birth_year,孙席珍生于1905年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0128,person,ZLH-116,person_death_year,孙席珍卒于1984年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0129,person,ZLH-116,person_role,孙席珍左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0130,person,ZLH-119,person_birth_year,何家槐生于1911年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0131,person,ZLH-119,person_death_year,何家槐卒于1967年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
FE-SUP-0132,person,ZLH-119,person_role,何家槐左联角色：普通成员,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充角色证据（组织分类角色）；请人工核对后转正,
FE-SUP-0133,person,ZLH-120,person_birth_year,夏征农生于1904年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充生年证据；请人工比对权威来源后转正,
FE-SUP-0134,person,ZLH-120,person_death_year,夏征农卒于2008年,SRC-SUP-01,中国大百科全书·中国文学卷（待核卷页）,,support,B,pending,AI提议补充卒年证据；请人工比对权威来源后转正,
